"period","company_code","total_market_cap_yi","float_market_cap_yi","turnover_amount_yi","turnover_rate","pe","pb"
"2026-06","920075.BJ",10.9575,4.323,0.2657,0.002793,32.5219,0.8365
"2022-12","920212.BJ",4.6009,1.3451,0.3148,0.010637,42.1523,2.4207
"2023-12","920212.BJ",6.9959,1.9109,0.5212,0.012397,33.8744,2.6495
"2024-12","920212.BJ",8.2582,2.2669,0.3373,0.006764,36.0075,2.0735
"2025-12","920212.BJ",10.2504,2.8769,0.4161,0.006575,43.0745,2.1907
"2026-06","920212.BJ",11.2654,3.1602,0.5372,0.007727,46.3588,1.5078
"2022-12","920278.BJ",6.6099,2.4681,0.6596,0.012149,92.9188,2.5913
"2023-12","920278.BJ",7.9909,2.9942,0.6039,0.009168,78.565,2.7158
"2024-12","920278.BJ",8.3247,3.1909,0.638,0.009088,74.9177,1.6562
"2025-12","920278.BJ",9.4441,3.5889,0.6239,0.007902,71.3763,1.1928
"2026-06","920278.BJ",11.7215,4.6767,0.2724,0.002648,83.6801,2.0532
"2022-12","920014.BJ",5.8478,2.0742,0.3381,0.007409,88.3381,2.1721
"2023-12","920014.BJ",6.4207,2.2011,0.2196,0.004534,134.3265,2.271
"2024-12","920014.BJ",7.7129,2.8801,0.4582,0.007231,127.1674,1.5502
"2025-12","920014.BJ",10.8108,3.9694,0.4846,0.00555,102.6021,2.4947
"2026-06","920014.BJ",11.6742,4.1456,0.6376,0.006991,107.4403,2.5704
"2022-12","920367.BJ",6.9202,1.967,0.4153,0.009597,106.7424,2.6629
"2023-12","920367.BJ",8.269,2.3168,0.518,0.010163,84.6192,1.6922
"2024-12","920367.BJ",9.9327,2.7677,0.2973,0.004882,65.5129,2.7147
"2025-12","920367.BJ",10.3753,3.103,0.5405,0.007918,88.5119,1.558
"2026-06","920367.BJ",11.4563,3.1949,0.4263,0.006065,102.7395,2.7727
"2022-12","920765.BJ",6.2749,1.808,0.1695,0.00426,59.7099,0.9341
"2023-12","920765.BJ",7.2031,2.1779,0.0307,0.000641,69.314,0.7042
"2024-12","920765.BJ",8.9132,2.711,0.3552,0.005955,59.2843,0.7625
"2025-12","920765.BJ",10.7091,3.186,0.028,4e-04,41.3155,0.4759
"2026-06","920765.BJ",10.5558,2.9282,0.4578,0.007106,75.6039,0.9349
"2022-12","920580.BJ",5.0321,2.1966,0.2517,0.005209,54.8773,1.9958
"2023-12","920580.BJ",7.0668,3.0831,0.3358,0.004951,38.2992,3.0843
"2024-12","920580.BJ",8.3809,3.9782,0.054,0.000618,59.2794,2.3285
"2025-12","920580.BJ",9.6121,4.2637,0.632,0.006737,44.9334,1.468
"2026-06","920580.BJ",11.0313,4.8126,0.2833,0.002676,59.352,2.7055
"2022-12","920110.BJ",5.7581,1.5789,0.1332,0.003834,26.6815,2.8786
"2023-12","920110.BJ",7.1316,2.0745,0.509,0.011152,20.7868,2.7009
"2024-12","920110.BJ",7.887,2.2815,0.6318,0.012588,30.3013,2.1716
"2025-12","920110.BJ",11.265,3.2576,0.6385,0.008909,28.1604,2.6683
"2026-06","920110.BJ",9.7785,2.8189,0.5917,0.009541,27.1438,2.7382
"2022-12","920419.BJ",5.1309,2.5913,0.3526,0.006186,22.6771,1.4939
"2023-12","920419.BJ",6.8869,3.3807,0.7253,0.009752,21.7611,1.3629
"2024-12","920419.BJ",8.9584,4.7205,0.681,0.006557,16.1282,1.4615
"2025-12","920419.BJ",10.7967,5.2233,0.5468,0.004758,21.9671,1.1889
"2026-06","920419.BJ",10.3157,4.9627,0.1376,0.00126,17.52,1.3961
"2022-12","920445.BJ",5.3403,3.2025,0.1761,0.002499,48.7748,0.9181
"2023-12","920445.BJ",7.9493,4.9288,0.77,0.007101,79.6883,0.4367
"2024-12","920445.BJ",8.3419,5.2301,0.4924,0.004279,51.3541,1.1566
"2025-12","920445.BJ",10.8396,6.8506,1.5227,0.010103,86.4559,0.5956
"2026-06","920445.BJ",10.3898,6.3743,0.9999,0.007131,53.5118,0.4739
"2022-12","920016.BJ",7.273,2.8242,0.2323,0.003738,37.1186,1.7563
"2023-12","920016.BJ",8.8299,3.7211,0.3278,0.004004,37.7793,1.6321
"2024-12","920016.BJ",8.6057,3.5339,0.1345,0.00173,58.526,1.7904
"2025-12","920016.BJ",11.3054,4.513,0.3564,0.00359,45.6257,1.5605
"2026-06","920016.BJ",10.6289,4.131,0.4366,0.004804,49.8085,1.6305
"2022-12","920685.BJ",7.1492,3.9789,0.5883,0.006721,37.7321,1.2065
"2023-12","920685.BJ",7.4433,3.8054,0.3283,0.003921,40.8709,1.0787
"2024-12","920685.BJ",7.812,3.9722,0.8751,0.010014,41.3929,1.6796
"2025-12","920685.BJ",9.443,5.2391,0.952,0.00826,30,0.8216
"2026-06","920685.BJ",10.9739,5.9067,0.706,0.005433,37.773,1.3639
"2022-12","920230.BJ",6.2943,1.7547,0.3638,0.009423,80.9682,2.6441
"2023-12","920230.BJ",6.6786,1.8969,0.0229,0.000548,74.5127,2.09
"2024-12","920230.BJ",9.2149,2.4746,0.3594,0.006601,92.3171,2.3883
"2025-12","920230.BJ",10.8171,2.8845,0.5898,0.009293,84.6858,2.3409
"2026-06","920230.BJ",8.9401,2.6157,0.1305,0.002268,70.7082,2.3182
"2022-12","920871.BJ",6.5108,2.1513,0.0957,0.002023,100.4007,1.0957
"2023-12","920871.BJ",8.8663,2.8231,0.4358,0.007016,111.7163,0.35
"2024-12","920871.BJ",8.1143,2.5509,0.029,0.000517,170.69,0.35
"2025-12","920871.BJ",9.3696,3.2205,0.321,0.004531,90.2297,1.1234
"2026-06","920871.BJ",9.0819,3.1018,0.4189,0.006138,142.9612,0.378
"2022-12","920471.BJ",5.974,2.2219,0.1561,0.003194,47.8907,2.1302
"2023-12","920471.BJ",6.1763,2.3931,0.1762,0.003347,46.0258,1.5588
"2024-12","920471.BJ",7.1948,2.8201,0.0386,0.000622,45.9058,1.8376
"2025-12","920471.BJ",9.2305,3.3259,0.6126,0.008373,31.3754,1.2913
"2026-06","920471.BJ",10.1111,3.9532,0.477,0.005485,47.4268,1.1784
"2022-12","920553.BJ",5.8346,2.1978,0.4438,0.009178,33.1772,3.2029
"2023-12","920553.BJ",8.3157,3.3413,0.5235,0.007122,38.4818,3.3046
"2024-12","920553.BJ",8.1476,3.0403,0.5617,0.008398,32.4224,3.2663
"2025-12","920553.BJ",10.6272,3.9778,0.2245,0.002566,40.1371,2.0822
"2026-06","920553.BJ",8.8903,3.4101,1.0496,0.013991,42.0535,2.1933
"2022-12","920957.BJ",5.3253,1.155,0.1623,0.006389,139.5429,1.6893
"2023-12","920957.BJ",6.2768,1.3014,0.1164,0.004066,90.2912,1.9385
"2024-12","920957.BJ",8.2352,1.7102,0.4129,0.010975,104.5801,0.9124
"2025-12","920957.BJ",9.852,2.21,0.3555,0.007311,149.0649,0.7697
"2026-06","920957.BJ",10.0561,2.2484,0.2717,0.005493,98.3101,0.6087
"2022-12","920245.BJ",6.1441,2.4135,0.2375,0.004474,116.1249,0.6919
"2023-12","920245.BJ",7.3613,2.6864,0.3098,0.005242,84.958,1.059
"2024-12","920245.BJ",7.6459,2.8832,0.1335,0.002105,56.7426,1.0837
"2025-12","920245.BJ",9.5926,3.7497,0.5656,0.006856,76.5676,0.7817
"2026-06","920245.BJ",10.0065,3.8209,0.1762,0.002097,51.9424,1.6407
"2022-12","920950.BJ",5.6041,1.6274,0.3896,0.010883,30.5835,0.35
"2023-12","920950.BJ",6.9128,1.9025,0.2317,0.005536,48.8103,0.35
"2024-12","920950.BJ",9.0257,2.534,0.442,0.007929,51.7713,0.35
"2025-12","920950.BJ",8.3724,2.3,0.4031,0.007967,30,0.3973
"2026-06","920950.BJ",8.9896,2.5458,0.5619,0.010033,37.9352,0.4749
"2022-12","920118.BJ",6.1206,3.1065,0.1323,0.001936,30.3536,1.1466
"2023-12","920118.BJ",6.2972,3.1631,0.1737,0.002496,27.123,2.5773
"2024-12","920118.BJ",7.0293,3.7587,0.2563,0.0031,30.5895,1.2681
"2025-12","920118.BJ",9.3461,5.0129,0.4602,0.004173,23.4873,1.9872
"2026-06","920118.BJ",9.9747,5.4784,0.6193,0.005138,23.0255,2.0497
"2022-12","920926.BJ",5.9296,1.6526,0.1711,0.004705,41.2335,0.4732
"2023-12","920926.BJ",6.6662,1.7598,0.0155,4e-04,37.7018,2.1468
"2024-12","920926.BJ",8.3828,2.1043,0.0783,0.001691,42.1151,1.1783
"2025-12","920926.BJ",9.0715,2.2778,0.3442,0.006869,96.2013,0.844
"2026-06","920926.BJ",9.9022,2.7025,0.8065,0.013565,44.5833,1.2698
"2022-12","920478.BJ",4.6686,1.0995,0.1606,0.006637,32.0495,1.619
"2023-12","920478.BJ",6.2702,1.5116,0.1498,0.004504,32.1437,1.9241
"2024-12","920478.BJ",7.957,1.8544,0.2408,0.005902,31.1346,1.2491
"2025-12","920478.BJ",8.553,2.0721,0.3647,0.008001,27.9472,1.3061
"2026-06","920478.BJ",9.4597,2.3767,0.0209,4e-04,23.3803,1.7424
"2022-12","920469.BJ",4.6739,2.5388,0.0699,0.001251,48.7591,3.4636
"2023-12","920469.BJ",5.5368,3.0796,0.4464,0.006588,43.5911,2.4285
"2024-12","920469.BJ",8.3125,4.497,0.0497,0.000502,43.3715,2.1902
"2025-12","920469.BJ",8.4988,4.8308,0.7312,0.00688,40.5688,2.6892
"2026-06","920469.BJ",10.3421,5.7998,0.051,4e-04,34.313,3.18
"2022-12","920855.BJ",6.9191,1.9612,0.2224,0.005154,27.4013,1.5097
"2023-12","920855.BJ",7.2483,2.067,0.3349,0.007365,36.6875,1.8965
"2024-12","920855.BJ",7.5969,1.983,0.1912,0.004383,35.1061,2.0478
"2025-12","920855.BJ",8.4013,2.2955,0.302,0.00598,39.4619,2.3358
"2026-06","920855.BJ",8.3574,2.3745,0.2755,0.005273,36.5631,1.7087
"2022-12","920802.BJ",4.6025,1.1617,0.1583,0.006193,37.6525,2.6626
"2023-12","920802.BJ",5.7747,1.4535,0.0974,0.003047,34.88,2.145
"2024-12","920802.BJ",7.5729,1.9344,0.3232,0.007595,44.6582,2.1354
"2025-12","920802.BJ",8.9075,2.3507,0.3739,0.00723,44.6557,1.7822
"2026-06","920802.BJ",10.0923,2.6174,0.5915,0.010272,39.8291,1.6351
"2022-12","920931.BJ",4.6923,1.4126,0.2491,0.008014,199.8548,0.35
"2023-12","920931.BJ",6.6754,1.9795,0.2044,0.004694,220,0.35
"2024-12","920931.BJ",7.1324,2.1351,0.405,0.008622,204.0716,0.35
"2025-12","920931.BJ",7.7528,2.4033,0.274,0.005183,220,0.35
"2026-06","920931.BJ",8.7373,2.7754,0.5128,0.008399,208.2946,0.6023
"2022-12","920719.BJ",4.8279,3.6006,0.3605,0.00455,32.0461,1.6395
"2023-12","920719.BJ",5.8374,4.0629,0.0358,4e-04,39.1957,1.7517
"2024-12","920719.BJ",7.7077,5.4506,0.9531,0.007948,41.8937,1.5663
"2025-12","920719.BJ",8.4246,6.3489,0.1089,0.00078,45.1996,1.8681
"2026-06","920719.BJ",9.574,6.9033,0.9585,0.006311,56.2994,0.794
"2022-12","920718.BJ",5.4482,1.565,0.2147,0.006237,76.562,1.6484
"2023-12","920718.BJ",7.4573,2.3214,0.1427,0.002794,64.1999,1.4034
"2024-12","920718.BJ",8.5448,2.5096,0.4049,0.007334,38.9054,1.6061
"2025-12","920718.BJ",8.9102,2.7301,0.4091,0.006811,50.0182,1.5112
"2026-06","920718.BJ",8.4751,2.5287,0.461,0.008286,36.6722,1.7991
"2022-12","920508.BJ",5.2149,1.7043,0.3194,0.008518,43.5034,3.2011
"2023-12","920508.BJ",6.1608,2.0078,0.435,0.009848,44.6034,2.385
"2024-12","920508.BJ",7.0727,2.2616,0.1614,0.003243,45.7964,2.9369
"2025-12","920508.BJ",9.193,3.2451,0.5841,0.008181,40.6987,2.3622
"2026-06","920508.BJ",8.8487,2.8817,0.449,0.007082,30.6116,2.2368
"2022-12","920781.BJ",5.2477,2.992,0.8086,0.012285,57.0969,0.6938
"2023-12","920781.BJ",6.6941,4.1481,0.5889,0.006453,44.7809,0.5003
"2024-12","920781.BJ",7.6475,4.7183,1.2745,0.012278,44.5321,0.6199
"2025-12","920781.BJ",9.4901,5.9513,0.7919,0.006049,70.2607,0.35
"2026-06","920781.BJ",8.8322,5.0793,0.8832,0.007904,84.2022,0.35
"2022-12","920275.BJ",4.6231,1.4727,0.0834,0.002574,180,0.9706
"2023-12","920275.BJ",6.0672,1.8894,0.0607,0.001461,180,0.8574
"2024-12","920275.BJ",8.1223,2.4484,0.2963,0.0055,220,0.8346
"2025-12","920275.BJ",7.7413,2.365,0.2832,0.005443,220,0.3647
"2026-06","920275.BJ",9.4349,3.0068,0.4841,0.007318,180,1.9483
"2022-12","920300.BJ",5.8947,3.5776,0.6425,0.008163,45.2618,2.9179
"2023-12","920300.BJ",6.1849,3.9289,1.044,0.012078,36.8431,2.3655
"2024-12","920300.BJ",8.5533,5.6201,0.6836,0.005529,48.573,2.4959
"2025-12","920300.BJ",9.1936,5.9476,0.912,0.00697,44.6933,2.7168
"2026-06","920300.BJ",9.9273,6.0889,0.7141,0.005331,36.9831,1.9558
"2022-12","920057.BJ",4.2953,2.5447,0.4038,0.007212,72.331,1.5006
"2023-12","920057.BJ",4.6786,2.5546,0.6749,0.012009,61.346,1.2498
"2024-12","920057.BJ",5.9339,3.4883,0.177,0.002306,68.1358,1.8037
"2025-12","920057.BJ",8.678,5.0176,1.1111,0.010066,58.5986,1.1541
"2026-06","920057.BJ",9.1514,5.2854,0.0465,4e-04,91.3877,1.2244
"2022-12","920132.BJ",4.2083,1.2666,0.0432,0.00155,42.6827,1.3479
"2023-12","920132.BJ",6.1749,1.9343,0.0304,0.000715,64.0801,1.8358
"2024-12","920132.BJ",5.9764,1.7665,0.1564,0.004023,52.4151,1.3321
"2025-12","920132.BJ",9.0154,2.7961,0.2304,0.003746,49.2006,1.7578
"2026-06","920132.BJ",9.5432,3.0961,0.2897,0.004253,41.6012,1.1106
"2022-12","920832.BJ",6.7725,5.6491,0.696,0.0056,48.4938,0.5076
"2023-12","920832.BJ",7.2923,6.5594,1.0312,0.007146,47.0647,1.4882
"2024-12","920832.BJ",7.861,6.7626,0.6858,0.004609,51.3376,1.0981
"2025-12","920832.BJ",8.5505,7.5021,1.0688,0.006476,48.4912,1.3654
"2026-06","920832.BJ",8.4838,7.1598,0.341,0.002165,75.0844,1.0789
"2022-12","920679.BJ",5.3796,1.7331,0.0641,0.001681,54.8124,1.8102
"2023-12","920679.BJ",6.6844,2.1118,0.28,0.006027,57.6122,0.8366
"2024-12","920679.BJ",6.5228,1.9908,0.2943,0.006719,61.826,1.7373
"2025-12","920679.BJ",8.517,2.6367,0.2755,0.004749,46.0243,0.9773
"2026-06","920679.BJ",8.0382,2.5318,0.3904,0.007008,47.3085,1.3214
"2022-12","920856.BJ",4.7059,1.6231,0.3546,0.009932,180,1.9636
"2023-12","920856.BJ",6.3407,2.0019,0.2993,0.006797,141.2917,3.0018
"2024-12","920856.BJ",6.5518,2.2092,0.166,0.003416,180,2.3529
"2025-12","920856.BJ",9.1616,3.1308,0.2595,0.003768,180,2.3824
"2026-06","920856.BJ",9.5741,3.1124,0.9473,0.013834,180,2.704
"2022-12","920519.BJ",4.7668,2.9888,0.3329,0.005063,66.1191,0.35
"2023-12","920519.BJ",6.3468,4.0682,0.5562,0.006214,28.2754,2.2319
"2024-12","920519.BJ",6.4516,3.772,0.1646,0.001983,32.2169,1.2245
"2025-12","920519.BJ",7.6962,4.8691,0.3751,0.003502,26.5515,0.35
"2026-06","920519.BJ",9.3314,5.3908,0.7775,0.006556,40.1109,0.35
"2022-12","920608.BJ",5.0196,2.5969,0.2051,0.003589,19.3069,1.3326
"2023-12","920608.BJ",6.2591,3.2787,0.5625,0.007798,23.5847,1.9336
"2024-12","920608.BJ",7.0432,3.4758,0.8751,0.011444,27.764,1.342
"2025-12","920608.BJ",8.3437,3.9994,1.0084,0.011461,22.5133,2.1142
"2026-06","920608.BJ",7.3929,3.7538,1.1598,0.014044,21.1413,1.1989
"2022-12","920266.BJ",4.9981,2.6831,0.4372,0.007407,30.9134,4.045
"2023-12","920266.BJ",5.2994,2.9297,0.2926,0.00454,39.1137,2.242
"2024-12","920266.BJ",6.2654,3.1687,0.1402,0.002011,47.9513,2.5047
"2025-12","920266.BJ",8.8112,4.6007,0.9108,0.008998,46.8653,1.4073
"2026-06","920266.BJ",8.2678,4.6474,0.4969,0.00486,43.3369,2.3858
"2022-12","920030.BJ",4.2905,1.6471,0.0964,0.002661,38.7602,1.8652
"2023-12","920030.BJ",5.2494,2.0496,0.1687,0.003741,32.4553,1.0847
"2024-12","920030.BJ",7.5233,3.204,0.0691,0.00098,48.4564,1.0978
"2025-12","920030.BJ",7.9156,3.1698,0.2466,0.003536,42.0723,1.1973
"2026-06","920030.BJ",7.4706,3.0567,0.0269,4e-04,41.5329,1.5986
"2022-12","920422.BJ",5.1144,1.9082,0.0927,0.002209,36.0111,0.9437
"2023-12","920422.BJ",5.4304,2.1183,0.0186,4e-04,39.5262,1.7878
"2024-12","920422.BJ",6.9729,2.711,0.1613,0.002704,32.5992,1.2462
"2025-12","920422.BJ",8.0115,3.0588,0.3744,0.005564,31.645,1.4387
"2026-06","920422.BJ",8.9358,3.4652,0.1048,0.001374,35.1162,1.7672
"2022-12","920717.BJ",4.2378,1.2973,0.115,0.004028,36.6283,1.7899
"2023-12","920717.BJ",5.3332,1.7421,0.2897,0.007558,34.8518,1.1359
"2024-12","920717.BJ",6.8679,2.2509,0.4785,0.009663,32.732,2.4243
"2025-12","920717.BJ",7.6919,2.4579,0.3781,0.006993,42.5783,1.6899
"2026-06","920717.BJ",7.7075,2.3435,0.279,0.005412,40.0653,1.3049
"2022-12","920527.BJ",4.7603,2.3729,0.0314,0.000601,46.9776,0.8922
"2023-12","920527.BJ",5.1543,2.4924,0.1601,0.002919,46.5343,1.3286
"2024-12","920527.BJ",6.2392,3.152,0.4934,0.007115,37.8626,1.0088
"2025-12","920527.BJ",7.7,3.7167,0.4849,0.00593,43.0596,1.8558
"2026-06","920527.BJ",7.713,3.6677,0.056,0.000694,42.7389,2.0135
"2022-12","920370.BJ",5.8807,2.6395,0.0232,4e-04,42.5942,1.392
"2023-12","920370.BJ",6.9385,3.0277,0.1602,0.002406,41.0479,0.9451
"2024-12","920370.BJ",7.1652,3.189,0.4047,0.005769,45.6419,1.1011
"2025-12","920370.BJ",7.9277,3.5231,0.1426,0.00184,56.1304,1.2656
"2026-06","920370.BJ",8.5986,4.0642,0.5263,0.005887,32.1915,1.1609
"2022-12","920810.BJ",5.1328,2.0321,0.2812,0.006289,44.3866,4.1194
"2023-12","920810.BJ",5.4035,2.1733,0.3237,0.006771,43.2946,3.3854
"2024-12","920810.BJ",6.3698,2.4995,0.1194,0.002171,39.9067,3.4706
"2025-12","920810.BJ",8.629,3.3173,0.6164,0.008446,30.3837,3.481
"2026-06","920810.BJ",6.9202,2.8039,0.5753,0.009326,35.9689,3.8015
"2022-12","920260.BJ",4.4142,1.8284,0.1366,0.003395,22.0796,2.0791
"2023-12","920260.BJ",5.794,2.4355,0.4653,0.008684,24.3926,2.6236
"2024-12","920260.BJ",5.8857,2.4692,0.6472,0.011915,25.3144,1.4613
"2025-12","920260.BJ",7.8875,3.2785,0.0289,4e-04,28.4528,1.4655
"2026-06","920260.BJ",7.6168,3.1874,0.4897,0.006983,23.4224,1.3657
"2022-12","920145.BJ",4.2843,1.8847,0.29,0.006993,34.6354,3.0519
"2023-12","920145.BJ",4.9059,2.1782,0.2309,0.004817,33.0991,3.5365
"2024-12","920145.BJ",6.4935,2.6463,0.3763,0.006463,47.161,3.0122
"2025-12","920145.BJ",7.856,3.5275,0.2993,0.003857,37.5196,3.4492
"2026-06","920145.BJ",8.4062,3.5948,0.5801,0.007335,44.857,2.574
"2022-12","920504.BJ",4.3671,1.3671,0.2297,0.007637,57.3212,2.8076
"2023-12","920504.BJ",5.2183,1.6542,0.3279,0.00901,50.4168,1.7563
"2024-12","920504.BJ",5.4842,1.7646,0.3308,0.008522,49.4174,3.2038
"2025-12","920504.BJ",6.5896,2.0629,0.2309,0.005088,39.9027,2.5316
"2026-06","920504.BJ",6.5105,2.0428,0.1604,0.003569,59.4625,2.2066
"2022-12","920267.BJ",3.8406,1.5765,0.1703,0.004909,47.5155,1.9646
"2023-12","920267.BJ",4.4839,1.9155,0.0543,0.001288,43.8268,1.3449
"2024-12","920267.BJ",6.0306,2.5272,0.2144,0.003857,36.7,2.7825
"2025-12","920267.BJ",6.4396,2.9223,0.4387,0.006824,36.6236,2.5808
"2026-06","920267.BJ",7.8032,3.2469,0.4535,0.006349,49.286,2.3163
"2022-12","920414.BJ",4.5788,2.7766,0.3103,0.00508,36.1016,2.8991
"2023-12","920414.BJ",4.8268,2.9765,0.6146,0.009385,40.993,2.6599
"2024-12","920414.BJ",5.5211,3.5348,0.2919,0.003754,35.4951,3.0406
"2025-12","920414.BJ",7.7824,4.5282,0.4759,0.004777,45.6877,2.9369
"2026-06","920414.BJ",7.7931,4.5543,0.6455,0.006442,47.5959,2.7657
"2022-12","920146.BJ",4.1484,2.4511,0.2736,0.005074,30.2346,1.3835
"2023-12","920146.BJ",4.8422,2.9372,0.6204,0.0096,40.5553,2.0139
"2024-12","920146.BJ",5.4284,3.3703,0.2857,0.003853,43.3027,2.1612
"2025-12","920146.BJ",6.2564,3.6118,0.8386,0.010554,37.6339,1.8199
"2026-06","920146.BJ",6.8267,4.1927,0.5605,0.006077,39.7115,1.5535
"2022-12","920895.BJ",4.3922,1.4664,0.1196,0.003706,43.2059,2.5343
"2023-12","920895.BJ",4.3296,1.4452,0.0127,4e-04,34.5479,2.084
"2024-12","920895.BJ",5.3847,1.7927,0.279,0.007073,33.8636,2.3459
"2025-12","920895.BJ",6.4169,2.2651,0.3995,0.008016,33.4562,1.934
"2026-06","920895.BJ",6.304,2.2951,0.3306,0.006547,47.975,1.913
"2022-12","920090.BJ",3.7157,2.642,0.5445,0.009368,44.8601,2.8778
"2023-12","920090.BJ",4.8818,3.2644,0.664,0.009246,43.0799,2.0583
"2024-12","920090.BJ",5.2318,3.5478,0.328,0.004203,45.6029,1.4147
"2025-12","920090.BJ",5.8862,4.0318,0.8611,0.009708,39.3462,1.655
"2026-06","920090.BJ",6.5324,4.4014,0.3165,0.003269,30.4844,1.1756
"2022-12","920023.BJ",3.6241,2.7585,0.0518,0.000853,87.7904,1.5945
"2023-12","920023.BJ",4.8697,3.4052,0.0625,0.000835,68.0919,1.8783
"2024-12","920023.BJ",5.8929,4.1936,0.6124,0.006638,58.7037,1.4118
"2025-12","920023.BJ",6.3543,4.4298,0.4975,0.005104,83.0369,2.3144
"2026-06","920023.BJ",6.1611,4.5686,0.0419,0.000417,86.1334,2.4344
"2022-12","920149.BJ",3.4961,1.9818,0.1465,0.003361,45.0588,1.4672
"2023-12","920149.BJ",4.5249,2.5504,0.0224,4e-04,32.8615,1.2269
"2024-12","920149.BJ",5.216,2.881,0.2727,0.004303,30.3707,1.6748
"2025-12","920149.BJ",6.445,3.5175,0.3251,0.004202,38.1735,1.0051
"2026-06","920149.BJ",6.1747,3.4507,0.0304,4e-04,38.1965,1.1022
"2022-12","920970.BJ",3.4335,1.6644,0.0146,4e-04,29.8508,0.8798
"2023-12","920970.BJ",4.2122,2.0218,0.1661,0.003733,42.9552,1.8283
"2024-12","920970.BJ",5.0599,2.506,0.2724,0.004941,44.4869,1.4808
"2025-12","920970.BJ",6.3548,3.2478,0.0286,4e-04,34.7641,0.35
"2026-06","920970.BJ",6.3777,3.2271,0.221,0.003112,30.7229,1.4773
"2022-12","920305.BJ",2.3424,1.1771,0.1586,0.006124,39.6375,2.4513
"2023-12","920305.BJ",3.3936,1.7351,0.3082,0.008073,37.6936,1.2477
"2024-12","920305.BJ",3.679,1.7958,0.1372,0.003473,36.2578,2.757
"2025-12","920305.BJ",4.9914,2.646,0.0685,0.001178,39.0671,2.1757
"2026-06","920305.BJ",4.7582,2.4908,0.358,0.006534,32.1972,1.6478
